Vehicle_ID,Crash_ID,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit
V907,20231088,No,No,No,100
V908,20231189,No,No,Yes,110
V909,20232156,No,No,No,80
V910,20233100,No,No,No,100
V911,20231103,No,No,No,60
V912,20232192,No,No,Yes,100
V913,20233056,No,No,No,100
V914,20231091,No,No,Yes,110
V915,20232211,No,No,No,100
V916,20231104,No,No,No,50
V917,20231155,No,No,No,60
V918,20232098,No,No,Yes,60
V919,20232128,No,No,Yes,60
V920,20233085,No,No,No,60
V921,20234027,No,No,No,100
V922,20232061,No,No,Yes,100
V923,20234033,No,No,No,100
V924,20232044,No,No,No,50
V925,20232250,No,No,No,80
V926,20233231,No,No,No,60
V927,20231020,No,No,No,60
V928,20231115,No,No,No,80
V929,20231038,No,No,No,100
V930,20231108,No,No,No,50
V931,20231281,No,No,No,80
V932,20233078,No,No,No,50
V933,20231261,No,No,No,50
V934,20233258,No,No,No,100
V935,20236009,No,No,No,50
V936,20232237,No,No,No,80
V937,20232188,No,No,No,60
V938,20233165,No,No,No,100
V939,20231098,No,No,No,100
V940,20234029,No,No,No,50
V941,20231102,No,No,No,100
V942,20231198,No,No,No,70
V943,20231129,No,No,No,50
V944,20231231,No,No,No,60
V945,20233120,No,No,No,80
V946,20232196,No,No,No,50
V947,20234053,No,No,No,110
V948,20232240,No,No,No,80
V949,20231095,No,No,No,70
V950,20232119,No,No,No,80
V951,20232243,No,No,No,100
V952,20234042,No,No,No,100
V953,20232067,No,No,No,80
V954,20234079,No,No,No,60
V955,20231023,No,No,No,60
V956,20233221,No,No,No,100
V957,20233081,No,No,No,80
V958,20231076,No,No,No,100
V959,20232045,No,No,No,80
V960,20236006,No,No,No,100
V961,20234061,No,No,No,100
V962,20232201,No,No,No,50
V963,20236025,No,No,No,100
V964,20233189,No,No,No,100
V965,20233111,No,No,No,80
V966,20232097,No,No,No,60
V967,20233036,No,No,No,80
V968,20231250,No,No,No,100
V969,20233228,No,No,No,100
V970,20234084,No,No,No,110
V971,20232009,No,No,No,100
V972,20231145,No,No,No,100
V973,20231056,No,Yes,No,100
V974,20232115,No,Yes,No,80
V975,20233012,No,No,No,110
V976,20232018,No,No,No,70
V977,20233200,No,No,No,60
V978,20233110,No,No,No,100
V979,20233154,No,No,No,100
V980,20231223,No,No,No,100
V981,20234067,No,No,No,25
V982,20231182,No,No,No,50
V983,20238004,No,No,No,80
V984,20231173,No,No,No,50
V985,20233155,No,No,No,60
V986,20233161,No,No,No,100
V987,20234020,No,No,No,80
V988,20231052,No,No,No,60
V989,20231296,No,No,No,100
V990,20231143,No,No,No,60
V991,20234021,No,No,No,70
V992,20231302,No,No,No,80
V993,20231285,No,Yes,No,80
V994,20231178,No,No,No,70
V995,20234031,No,No,No,50
V996,20237013,No,No,No,100
V997,20233136,No,No,No,80
V998,20233051,No,No,No,70
V999,20231229,No,No,No,50
V1000,20233176,No,Yes,No,110
V1001,20234068,No,No,No,100
V1002,20231044,Yes,No,No,50
V1003,20231190,No,No,No,50
V1004,20236012,No,No,No,50
V1005,20233205,No,No,No,60
V1006,20233074,No,No,No,100
V1007,20233050,No,No,No,50
V1008,20231045,No,No,No,100
V1009,20231205,No,No,No,100
V1010,20234025,No,No,No,110
V1011,20231119,No,No,No,110
V1012,20231272,No,No,No,50
V1013,20233139,No,No,No,100
V1014,20233043,No,No,No,50
V1015,20231256,No,No,No,50
V1016,20234018,No,No,No,50
V1017,20231278,No,No,No,60
V1018,20233008,No,No,No,80
V1019,20234063,No,No,No,80
V1020,20233069,No,No,No,50
V1021,20234017,No,No,No,60
V1022,20231029,No,No,No,80
V1023,20231111,No,No,Yes,100
V1024,20234034,No,No,No,60
V1025,20231160,No,No,No,100
V1026,20233224,No,No,No,100
V1027,20231139,No,No,No,80
V1028,20231303,No,Yes,No,100
V1029,20231283,No,No,Yes,110
V1030,20231141,No,No,No,60
V1031,20231206,No,No,Yes,110
V1032,20233017,No,No,No,110
V1033,20231175,No,No,No,50
V1034,20233073,Yes,No,No,50
V1035,20233114,No,No,No,60
V1036,20231064,No,No,No,90
V1037,20233032,No,No,No,60
V1038,20233063,No,No,No,100
V1039,20231271,No,No,No,40
V1040,20234094,No,No,No,60
V1041,20231152,No,Yes,No,60
V1042,20231068,No,No,Yes,40
V1043,20233020,No,No,No,60
V1044,20233134,No,No,No,100
V1045,20233198,No,No,No,110
V1046,20231252,No,No,No,110
V1047,20231227,No,No,No,60
V1048,20231292,No,Yes,No,100
V1049,20232065,No,No,No,80
V1050,20232171,No,No,No,80
V1051,20232063,No,No,No,100
V1052,20232074,No,No,Yes,100
V1053,20231288,No,No,No,70
V1054,20232170,No,No,No,100
V1055,20231133,No,No,No,80
V1056,20231249,No,No,No,80
V1057,20231171,No,No,No,100
V1058,20233196,No,No,No,20
V1059,20233245,No,No,No,100
V1060,20231025,No,No,No,100
V1061,20231244,No,No,No,100
V1062,20232118,No,No,No,80
V1063,20231128,No,No,No,80
V1064,20232048,No,No,No,100
V1065,20236004,No,No,No,80
V1066,20232204,No,No,No,80
V1067,20231251,No,No,No,60
V1068,20231263,No,No,No,100
V1069,20231078,No,No,No,50
V1070,20233251,No,No,No,80
V1071,20234077,No,No,No,100
V1072,20236003,No,No,No,60
V1073,20233246,No,No,No,100
V1074,20232248,No,No,No,80
V1075,20237008,No,No,No,130
V1076,20232026,No,No,No,100
V1077,20233170,No,No,No,70
V1078,20233210,No,No,No,60
V1079,20233076,No,No,No,100
V1080,20233131,No,No,No,50
V1081,20233133,No,No,No,80
V1082,20232124,No,No,No,70
V1083,20232136,No,No,No,80
V1084,20233183,No,No,No,60
V1085,20232022,No,No,No,100
V1086,20231168,No,No,No,50
V1087,20232217,No,No,No,50
V1088,20236016,No,No,No,80
V1089,20231220,No,No,No,60
V1090,20233195,Yes,No,No,60
V1091,20231301,No,No,No,80
V1092,20233167,No,No,No,50
V1093,20233021,No,No,No,60
V1094,20231106,No,No,No,50
V1095,20231149,No,Yes,No,50
V1096,20231226,No,No,No,110
V1097,20236022,No,No,No,50
V1098,20232084,No,No,No,80
V1099,20232172,No,No,No,110
V1100,20237023,No,No,No,100
V1101,20232154,No,No,No,50
V1102,20234026,No,No,No,110
V1103,20232103,No,No,No,100
V1104,20232163,No,No,No,60
V1105,20231163,No,No,No,60
V1106,20231262,No,No,No,60
V1107,20231059,No,No,No,70
V1108,20236011,No,No,No,100
V1109,20234095,No,No,No,100
V1110,20232205,No,No,No,80
V1111,20234059,No,No,No,50
V1112,20234066,No,No,No,100
V1113,20232223,No,No,No,50
V1114,20231010,No,No,No,50
V1115,20231274,No,Yes,No,100
V1116,20231188,No,Yes,No,50
V1117,20231062,No,No,No,60
V1118,20233191,No,No,No,100
V1119,20234087,No,No,No,100
V1120,20232150,No,No,No,50
V1121,20233144,No,No,No,50
V1122,20233208,No,No,No,60
V1123,20233212,No,No,No,40
V1124,20234032,No,No,No,50
V1125,20232125,No,No,No,60
V1126,20231234,No,Yes,No,60
V1127,20233121,No,No,No,100
V1128,20232081,No,No,No,100
V1129,20233098,No,No,No,110
V1130,20233070,No,Yes,No,100
V1131,20233040,No,No,No,60
V1132,20236027,No,No,No,110
V1133,20232239,No,No,No,100
V1134,20231245,Yes,No,No,60
V1135,20231097,No,No,No,50
V1136,20232152,No,No,No,80
V1137,20231022,No,No,No,70
V1138,20231117,No,No,No,50
V1139,20231164,No,No,No,50
V1140,20231019,No,No,No,100
V1141,20233175,No,No,No,100
V1142,20233015,No,No,No,100
V1143,20231043,No,No,No,100
V1144,20234057,No,No,No,60
V1145,20234105,No,No,No,10
V1146,20233214,No,No,No,60
V1147,20234035,No,No,No,60
V1148,20231067,No,No,Yes,110
V1149,20231085,No,No,No,60
V1150,20231026,No,No,No,100
V1151,20233263,No,No,No,80
V1152,20237021,No,No,No,40
V1153,20231214,No,No,No,100
V1154,20232181,No,No,No,100
V1155,20231086,No,No,No,100
V1156,20232076,No,No,No,60
V1157,20233053,No,No,No,100
V1158,20233250,No,No,No,50
V1159,20233118,No,No,No,100
V1160,20231011,No,Yes,No,80
V1161,20232135,No,No,No,50
V1162,20233035,No,No,No,100
V1163,20237006,No,No,No,110
V1164,20233058,No,No,No,100
V1165,20233264,No,No,No,60
V1166,20232005,No,No,No,70
V1167,20234005,No,No,No,80
V1168,20231012,No,No,No,100
V1169,20231158,No,No,No,100
V1170,20231248,No,No,No,100
V1171,20234006,No,No,No,60
V1172,20233204,No,No,No,100
V1173,20233027,No,No,No,100
V1174,20232146,No,No,No,110
V1175,20233162,No,No,No,80
V1176,20232182,No,No,No,60
V1177,20232042,No,No,No,80
V1178,20231165,No,No,No,50
V1179,20233143,No,No,Yes,80
V1180,20231297,No,No,No,100
V1181,20232023,No,No,No,100
V1182,20233153,No,No,No,100
V1183,20232094,No,No,No,100
V1184,20231074,No,No,No,80
V1185,20233059,No,No,No,60
V1186,20233014,No,No,Yes,80
V1187,20232051,No,No,No,80
V1188,20231195,No,No,No,60
V1189,20231005,No,No,No,50
V1190,20232252,No,No,No,50
V1191,20234109,No,No,Yes,110
V1192,20231136,No,No,No,100
V1193,20234052,No,No,No,10
V1194,20234056,No,No,No,100
V1195,20232033,No,No,No,60
V1196,20232116,No,No,No,70
V1197,20232189,No,No,No,80
V1198,20233169,No,No,No,110
V1199,20232245,No,No,No,60
V1200,20231255,No,Yes,No,80
V1201,20231057,No,No,No,100
V1202,20233229,No,Yes,No,80
V1203,20231238,No,No,No,100
V1204,20234062,No,No,No,50
V1205,20234048,No,No,No,40
V1206,20232214,No,No,No,80
V1207,20231150,No,No,No,60
V1208,20233093,No,No,No,100
V1209,20231109,No,No,No,50
V1210,20233247,No,No,Yes,110
V1211,20232224,No,No,No,80
V1212,20232069,No,No,No,100
V1213,20232004,No,No,No,60
V1214,20233066,No,No,No,70
V1215,20231101,No,No,Yes,70
V1216,20232190,No,No,No,100
V1217,20233001,No,No,Yes,50
V1218,20232025,No,No,No,70
V1219,20231289,No,No,Yes,110
V1220,20233045,No,No,No,100
V1221,20231036,No,No,No,90
V1222,20233223,No,No,No,60
V1223,20231264,No,No,No,50
V1224,20233249,No,Yes,No,80
V1225,20232256,No,No,No,110
V1226,20231035,No,No,No,100
V1227,20231159,No,No,No,60
V1228,20232215,No,No,No,60
V1229,20232031,No,No,No,60
V1230,20231242,No,No,No,60
V1231,20231046,No,No,No,60
V1232,20231087,No,Yes,No,50
V1233,20236007,No,No,No,80
V1234,20231070,No,No,No,100
V1235,20231201,No,Yes,No,80
V1236,20233234,No,No,No,80
V1237,20233209,No,No,No,50
V1238,20233094,No,No,No,50
V1239,20231200,No,No,No,50
V1240,20232257,No,No,No,90
V1241,20231146,No,No,No,80
V1242,20231028,No,No,No,100
V1243,20233029,No,No,No,70
V1244,20233254,No,No,No,80
V1245,20233241,No,No,No,100
V1246,20231089,No,Yes,No,40
V1247,20233180,No,No,No,50
V1248,20233193,No,No,No,100
V1249,20232225,No,No,No,60
V1250,20231027,No,No,No,60
V1251,20231180,No,No,No,50
V1252,20231156,No,No,No,80
V1253,20231092,No,No,No,100
V1254,20231162,No,No,No,80
V1255,20236017,No,No,No,100
V1256,20233117,No,No,No,100
V1257,20233119,No,No,Yes,60
V1258,20233123,No,No,Yes,100
V1259,20234036,No,No,No,110
V1260,20232153,No,No,No,100
V1261,20233152,No,No,No,100
V1262,20232138,No,Yes,No,50
V1263,20234011,No,No,No,50
V1264,20233105,No,No,Yes,100
V1265,20232258,No,No,No,80
V1266,20233232,No,No,Yes,100
V1267,20231204,No,No,Yes,100
V1268,20234071,No,No,No,60
V1269,20231259,No,No,No,100
V1270,20232210,No,No,Yes,110
V1271,20233181,No,No,No,100
V1272,20232087,No,No,No,80
V1273,20237005,No,No,No,50
V1274,20232131,No,No,No,50
V1275,20233135,No,No,Yes,60
V1276,20231153,No,No,No,100
V1277,20236005,No,No,No,80
V1278,20232068,No,No,No,100
V1279,20232007,No,No,No,60
V1280,20233102,No,No,No,100
V1281,20233005,No,No,Yes,80
V1282,20231291,No,Yes,No,70
V1283,20234038,No,No,No,100
V1284,20232057,No,No,No,50
V1285,20233252,No,No,Yes,110
V1286,20233213,No,No,No,20
V1287,20232143,No,No,No,100
V1288,20234012,No,No,No,50
V1289,20231207,No,No,No,60
V1290,20233013,No,No,No,100
V1291,20231221,No,No,Yes,60
V1292,20233211,No,Yes,No,70
V1293,20231210,No,No,No,100
V1294,20233108,No,No,No,50
V1295,20231090,No,Yes,No,100
V1296,20232127,No,No,No,80
V1297,20232017,No,No,No,100
V1298,20233016,No,No,No,60
V1299,20233004,No,No,No,110
V1300,20231053,No,No,No,70
V1301,20234010,No,No,No,110
V1302,20233163,No,No,No,100
V1303,20233237,No,No,No,100
V1304,20233097,No,No,No,100
V1305,20231007,No,No,No,50
V1306,20231135,No,No,Yes,110
V1307,20233222,No,No,No,80
V1308,20234082,No,No,No,50
V1309,20233095,No,No,No,100
V1310,20231034,No,No,No,70
V1311,20232186,No,No,No,100
V1312,20237001,No,No,No,100
V1313,20231008,No,No,No,80
V1314,20233006,No,No,No,110
V1315,20231040,No,No,No,110
V1316,20231075,No,No,No,100
V1317,20233140,No,No,Yes,80
V1318,20233185,No,No,No,80
V1319,20232034,No,No,No,100
V1320,20232133,No,No,No,80
V1321,20232173,No,No,No,100
V1322,20234080,No,No,No,60
V1323,20234106,No,No,No,90
V1324,20233019,No,No,No,100
V1325,20232232,No,No,No,60
V1326,20233038,No,No,No,100
V1327,20232199,No,No,No,60
V1328,20232231,No,No,No,100
V1329,20231071,No,No,No,50
V1330,20231113,No,No,Yes,60
V1331,20232157,No,Yes,No,100
V1332,20234091,No,Yes,No,80
V1333,20233201,No,No,No,100
V1334,20231042,No,No,No,80
V1335,20231225,No,No,No,80
V1336,20231147,No,No,No,60
V1337,20234004,No,No,No,80
V1338,20238003,No,No,No,80
V1339,20231073,No,No,No,80
V1340,20234015,No,No,No,100
V1341,20231280,No,Yes,No,80
V1342,20231047,No,No,No,60
V1343,20231083,No,No,No,60
V1344,20232247,No,No,No,60
V1345,20232145,No,No,Yes,100
V1346,20233109,No,No,No,60
V1347,20234045,No,No,No,50
V1348,20232222,No,No,No,100
V1349,20231294,No,No,No,50
V1350,20231039,No,No,No,100
V1351,20231127,No,No,No,50
V1352,20231184,No,No,No,110
V1353,20232216,No,No,No,50
V1354,20233087,No,No,No,60
V1355,20233022,No,No,No,60
V1356,20232020,No,No,No,60
V1357,20236014,No,No,No,100
V1358,20232006,No,No,No,80
V1359,20233142,No,No,No,70
V1360,20231268,No,No,No,100
V1361,20231183,No,No,Yes,110
V1362,20231258,No,No,No,50
V1363,20232147,No,Yes,No,80
V1364,20234016,No,No,No,80
V1365,20233132,No,Yes,No,100
V1366,20233018,No,Yes,No,100
V1367,20233206,No,No,No,40
V1368,20232050,No,Yes,No,60
V1369,20231100,No,No,No,50
V1370,20234085,No,No,No,60
V1371,20231037,No,No,No,50
V1372,20231218,No,No,No,100
V1373,20233233,No,Yes,No,100
V1374,20233238,No,No,No,80
V1375,20232218,No,No,No,50
V1376,20231177,No,No,No,50
V1377,20233002,No,No,No,80
V1378,20232202,No,No,No,80
V1379,20231051,No,Yes,Yes,80
V1380,20231126,No,No,No,60
V1381,20233160,No,No,No,100
V1382,20233103,No,No,No,100
V1383,20232187,No,No,Yes,100
V1384,20232255,No,No,No,100
V1385,20231009,No,No,No,60
V1386,20233146,No,No,No,80
V1387,20232126,No,No,No,100
V1388,20231018,No,No,No,60
V1389,20233262,No,No,No,80
V1390,20231021,No,No,Yes,110
V1391,20232242,No,No,No,100
V1392,20233128,No,No,No,100
V1393,20232107,No,No,No,60
V1394,20234001,No,No,No,50
V1395,20237009,No,No,No,100
V1396,20236019,No,No,No,60
V1397,20231300,No,No,No,80
V1398,20232086,No,No,No,100
V1399,20233024,No,No,No,60
V1400,20232002,No,No,No,60
V1401,20231138,No,No,No,80
V1402,20233125,No,No,No,110
V1403,20232251,No,No,No,80
V1404,20233067,No,Yes,No,100
V1405,20233190,No,No,No,80
V1406,20233240,No,No,No,100
V1407,20233030,Yes,No,No,100
V1408,20232030,No,Yes,No,40
V1409,20233166,No,No,No,10
V1410,20232056,No,No,No,60
V1411,20233044,No,No,No,50
V1412,20231211,No,No,Yes,60
V1413,20232121,No,No,No,80
V1414,20231187,No,No,No,60
V1415,20236031,No,No,No,80
V1416,20232114,No,No,No,100
V1417,20233088,No,No,No,40
V1418,20237012,No,No,No,110
V1419,20233150,No,No,No,100
V1420,20231033,No,No,No,50
V1421,20231082,No,No,No,70
V1422,20231167,No,No,No,80
V1423,20233126,No,No,No,60
V1424,20231174,No,No,No,50
V1425,20231286,No,No,No,50
V1426,20232166,No,No,No,60
V1427,20231170,No,No,No,60
V1428,20231193,No,No,No,20
V1429,20233039,No,No,No,60
V1430,20231185,No,No,No,90
V1431,20233075,No,No,No,100
V1432,20232235,No,No,No,100
V1433,20236029,No,No,No,110
V1434,20231253,No,No,No,80
V1435,20233089,No,No,No,60
V1436,20231157,Yes,No,No,80
V1437,20232108,No,No,No,50
V1438,20231194,No,No,No,100
V1439,20233090,No,No,No,100
V1440,20233104,No,No,No,60
V1441,20236034,No,Yes,Yes,100
V1442,20231118,No,No,No,100
V1443,20234107,No,No,No,60
V1444,20232158,No,No,No,80
V1445,20233079,No,No,No,60
V1446,20232079,No,No,No,60
V1447,20231219,No,No,Yes,80
V1448,20231140,No,No,No,100
V1449,20231080,Yes,No,No,50
V1450,20231116,No,No,No,50
V1451,20234013,No,No,No,60
V1452,20233007,No,Yes,No,70
V1453,20232038,No,No,Yes,110
V1454,20231079,No,Yes,No,100
V1455,20231151,No,No,No,50
V1456,20232035,No,No,No,60
V1457,20231243,No,No,No,80
V1458,20233065,No,No,No,60
V1459,20233203,No,No,Yes,60
V1460,20233148,No,No,No,90
V1461,20234089,No,No,No,110
V1462,20233172,No,No,No,5
V1463,20231260,No,No,No,100
V1464,20233256,No,Yes,No,70
V1465,20234102,No,No,No,110
V1466,20231236,No,No,No,100
V1467,20233186,No,No,No,60
V1468,20231228,No,No,No,100
V1469,20232209,No,No,No,80
V1470,20234044,No,No,No,110
V1471,20233072,No,No,No,100
V1472,20231122,No,Yes,No,100
V1473,20233179,No,No,No,100
V1474,20233192,No,Yes,No,50
V1475,20232052,No,No,No,60
V1476,20234078,No,No,No,40
V1477,20232260,No,No,No,100
V1478,20233112,No,No,Yes,100
V1479,20233083,No,No,No,80
V1480,20233197,No,No,No,80
V1481,20232080,No,No,No,80
V1482,20231084,No,No,No,80
V1483,20233199,No,No,No,100
V1484,20234022,No,No,No,80
V1485,20233113,No,No,No,100
V1486,20231273,No,No,No,100
V1487,20236032,No,No,No,80
V1488,20233137,No,No,No,100
V1489,20232085,No,No,No,50
V1490,20231266,No,No,No,100
V1491,20233151,No,No,No,60
V1492,20233116,No,Yes,No,100
V1493,20231295,No,No,No,100
V1494,20233127,No,No,No,110
V1495,20231024,No,No,No,100
V1496,20231279,No,No,No,50
V1497,20233011,No,No,No,40
V1498,20234086,No,No,No,80
V1499,20234058,No,No,No,110
V1500,20231061,No,No,No,50
V1501,20231016,No,No,No,80
V1502,20236010,No,No,No,110
V1503,20233130,No,No,No,100
V1504,20236024,No,No,No,70
V1505,20234055,No,No,No,100
V1506,20233173,No,No,No,100
V1507,20233071,No,No,No,100
V1508,20231241,Yes,No,No,80
V1509,20233054,No,Yes,No,40
V1510,20231048,No,No,No,100
V1511,20232180,No,No,Yes,80
V1512,20231284,No,No,No,100
V1513,20231222,No,No,No,60
V1514,20233235,No,No,No,100
V1515,20233243,No,No,Yes,100
V1516,20232102,No,Yes,No,50
V1517,20233062,No,No,No,80
V1518,20233242,No,No,No,60
V1519,20234051,No,No,No,60
V1520,20233034,No,No,No,50
V1521,20231247,No,No,No,50
V1522,20231072,No,No,No,100
V1523,20231125,No,No,No,40
V1524,20231032,No,No,No,100
V1525,20236008,No,No,No,100
V1526,20231293,No,No,No,100
V1527,20231065,No,No,No,100
V1528,20234002,No,No,No,60
V1529,20231063,No,No,No,50
V1530,20233226,No,No,No,70
V1531,20234088,No,No,No,60
V1532,20233106,No,No,No,60
V1533,20231191,No,No,No,110
V1534,20233215,No,No,No,100
V1535,20231137,No,No,Yes,100
V1536,20232208,No,No,No,60
V1537,20231176,No,No,No,100
V1538,20231217,No,No,No,50
V1539,20232207,No,No,No,70
V1540,20231298,No,No,Yes,110
V1541,20232043,No,No,No,60
V1542,20232238,No,No,No,60
V1543,20233026,No,Yes,No,80
V1544,20237007,No,No,No,110
V1545,20231142,No,No,No,60
V1546,20231290,No,No,No,50
V1547,20231154,No,No,No,50
V1548,20231002,No,No,No,100
V1549,20231015,No,No,No,100
V1550,20233033,No,No,No,60
V1551,20234101,No,No,No,80
V1552,20233046,No,No,No,60
V1553,20236018,No,No,No,100
V1554,20231004,No,No,No,60
V1555,20231066,No,No,No,110
V1556,20232129,No,No,No,80
V1557,20232228,No,No,No,60
V1558,20233107,No,No,No,100
V1559,20233141,No,No,No,80
V1560,20234070,No,No,No,80
V1561,20231124,No,No,No,50
V1562,20233009,No,No,No,50
V1563,20233091,No,No,No,80
V1564,20231081,No,No,No,50
V1565,20231131,No,Yes,No,100
V1566,20233086,No,No,No,100
V1567,20232032,No,No,Yes,100
V1568,20231203,No,No,No,70
V1569,20231148,No,No,No,50
V1570,20233248,No,No,No,60
V1571,20231050,No,No,No,70
V1572,20232159,No,No,No,100
V1573,20232029,No,No,No,50
V1574,20233230,No,No,No,60
V1575,20234104,No,No,No,50
V1576,20231192,No,No,No,50
V1577,20234098,No,No,No,80
V1578,20231132,No,No,No,60
V1579,20233042,No,No,No,80
V1580,20231224,No,No,No,80
V1581,20231003,No,No,No,100
V1582,20233064,No,No,No,50
V1583,20231254,No,No,No,50
V1584,20233060,No,No,No,100
V1585,20233061,No,No,No,100
V1586,20233115,No,No,No,110
V1587,20233260,No,No,No,100
V1588,20233227,No,No,No,100
V1589,20231230,No,No,Yes,110
V1590,20236020,No,No,No,100
V1591,20234019,No,No,No,60
V1592,20234096,No,No,No,60
V1593,20231232,No,No,No,60
V1594,20234064,No,No,No,110
V1595,20232117,No,No,No,30
V1596,20231054,Yes,No,No,40
V1597,20233049,No,No,No,100
V1598,20234093,No,No,No,80
V1599,20231287,No,No,No,50
V1600,20231299,No,No,No,50
V1601,20233244,No,No,No,40
V1602,20231179,No,Yes,No,80
V1603,20231267,No,No,No,110
V1604,20231265,No,No,No,70
V1605,20233084,No,Yes,No,100
V1606,20231269,No,No,Yes,110
V1607,20233025,No,No,No,100
V1608,20234037,No,No,No,110
V1609,20234030,No,No,No,60
V1610,20231144,No,No,No,50
V1611,20233207,No,No,No,60
V1612,20234060,No,No,No,80
V1613,20233099,No,No,No,80
V1614,20232014,No,No,No,100
V1615,20231216,No,No,No,100
V1616,20234069,No,No,No,20
V1617,20231172,No,No,No,100
V1618,20233177,No,No,No,50
V1619,20232064,No,No,No,80
V1620,20231120,No,No,No,80
V1621,20231030,No,No,No,80
V1622,20233257,No,No,Yes,60
V1623,20233057,No,No,No,100
V1624,20233178,No,No,No,50
V1625,20231233,No,No,No,100
V1626,20234008,No,No,No,60
V1627,20232175,No,No,No,60
V1628,20232197,No,No,No,100
V1629,20231186,No,No,Yes,60
V1630,20232212,No,No,No,100
V1631,20231235,No,No,No,100
V1632,20233219,No,No,No,80
V1633,20232151,No,No,No,60
V1634,20233010,No,No,No,100
V1635,20231058,No,No,No,50
V1636,20236015,No,No,No,90
V1637,20232070,No,No,No,60
V1638,20234054,No,No,No,80
V1639,20237002,No,No,Yes,130
V1640,20232206,No,No,No,100
V1641,20234090,No,No,No,80
V1642,20231049,No,No,No,80
V1643,20232220,No,No,No,40
V1644,20231134,No,No,No,70
V1645,20234041,No,No,No,100
V1646,20233217,No,No,No,70
V1647,20231239,No,No,No,80
V1648,20231202,No,Yes,No,80
V1649,20234009,No,No,No,110
V1650,20233194,No,Yes,No,80
V1651,20233187,No,No,No,100
V1652,20231105,No,No,No,50
V1653,20232134,No,No,No,110
V1654,20231077,No,No,No,60
V1655,20231031,No,No,Yes,110
V1656,20234065,No,No,No,60
V1657,20232091,No,Yes,No,60
V1658,20236023,No,Yes,Yes,80
V1659,20234024,No,No,No,110
V1660,20232010,No,No,No,60
V1661,20233077,No,Yes,No,60
V1662,20231094,No,No,No,50
V1663,20231055,No,No,No,60
V1664,20231270,No,No,No,60
V1665,20231246,No,No,No,60
V1666,20231275,No,Yes,No,50
V1667,20237020,No,No,No,70
V1668,20234100,No,No,No,10
V1669,20234073,No,No,No,50
V1670,20233220,No,Yes,No,100
